local_designation|ps1_designation|sherlock_distancempc|dec_psf|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|target|ref|diff|mjd_obs
10AYSEagq|||39.12435558916716|0.147555|20.5914|SN|POSSIBLE|GALEXASCJ075753.89+390723.8|g|NED|2020-01-19|||119.47290150071576|1075753491390727600|1075753491390727600_58867.426_101647721_247_target|1075753491390727600_58867.426_101647721_247_ref|1075753491390727600_58867.426_101647721_247_diff|58867.4262765921
10AYSEagp|||42.161022214431796|0.126371|20.9751|ORPHAN|POSSIBLE||g||2020-01-19|||113.41290520187965|1073339081420939600|1073339081420939600_58867.424_101647542_464_target|1073339081420939600_58867.424_101647542_464_ref|1073339081420939600_58867.424_101647542_464_diff|58867.4249425322
10AYSEafu|||41.579706850227254|0.0810087|20.4852|ORPHAN|POSSIBLE||g||2020-01-19|||114.64980067760317|1073835961413446800|1073835961413446800_58867.424_101647569_336_target|1073835961413446800_58867.424_101647569_336_ref|1073835961413446800_58867.424_101647569_336_diff|58867.4249425322
10AYSEagg|||41.281219417415834|0.149291|20.8229|ORPHAN|POSSIBLE||g||2020-01-19|||117.55201113995685|1075012471411652200|1075012471411652200_58867.425_101647647_267_target|1075012471411652200_58867.425_101647647_267_ref|1075012471411652200_58867.425_101647647_267_diff|58867.4258250949
10AYSEagf|||41.28871165724835|0.135035|20.9494|ORPHAN|POSSIBLE||g||2020-01-19|||120.64804465399553|1080235521411719200|1080235521411719200_58867.426_101647781_273_target|1080235521411719200_58867.426_101647781_273_ref|1080235521411719200_58867.426_101647781_273_diff|58867.4267052201
10AYSEafv|||42.19923604153131|0.116339|20.4984|ORPHAN|POSSIBLE||g||2020-01-19|||116.47401647589491|1074553761421157100|1074553761421157100_58867.425_101647666_224_target|1074553761421157100_58867.425_101647666_224_ref|1074553761421157100_58867.425_101647666_224_diff|58867.4258250949
10AYSEagl|||42.14877396740834|0.14723|20.8847|ORPHAN|POSSIBLE||g||2020-01-19|||119.62409733515595|1075829791420855600|1075829791420855600_58867.426_101647792_254_target|1075829791420855600_58867.426_101647792_254_ref|1075829791420855600_58867.426_101647792_254_diff|58867.4267052201
10AYSEaft|||38.99756650425188|0.103544|20.3647|ORPHAN|POSSIBLE||g||2020-01-19|||119.71589269152538|1075851811385951200|1075851811385951200_58867.426_101647720_193_target|1075851811385951200_58867.426_101647720_193_ref|1075851811385951200_58867.426_101647720_193_diff|58867.4262765921
10AYSEafd||1193.279378|1.757002609679281|0.134778|20.1202|NT|POSSIBLE|1237651752942698658|i|SDSS DR12 PhotoObjAll Table|2020-01-19|||193.92551667602797|1125542131014525100|1125542131014525100_58871.640_101864632_154_target|1125542131014525100_58871.640_101864632_154_ref|1125542131014525100_58871.640_101864632_154_diff|58874.5965876994
10AYSEaet||1743.856234|3.8943241045923593|0.135662|20.3449|NT|POSSIBLE|1237654879118491832|i|SDSS DR12 PhotoObjAll Table|2020-01-19|||196.7240896685763|1130653781035339500|1130653781035339500_58871.641_101864778_96_target|1130653781035339500_58871.641_101864778_96_ref|1130653781035339500_58871.641_101864778_96_diff|58874.5974553385
10AYSEafc|||2.830405557208776|0.103454|19.8605|ORPHAN|POSSIBLE||i||2020-01-19|||195.6147680028831|1130227541024949300|1130227541024949300_58867.610_101670111_158_target|1130227541024949300_58867.610_101670111_158_ref|1130227541024949300_58867.610_101670111_158_diff|58867.6102279415
10AYSEaex||505.825|4.756169293522096|0.104675|20.2516|SN|POSSIBLE|SDSSJ130505.50+044541.9|i|The GLADE Catalogue v2.3|2020-01-19|0.108969054485||196.26757222970483|1130504211044522100|1130504211044522100_58867.610_101670154_66_target|1130504211044522100_58867.610_101670154_66_ref|1130504211044522100_58867.610_101670154_66_diff|58874.5978860077
10AYSEaew|||5.469888997799787|0.228877|21.0372|ORPHAN|POSSIBLE||g||2020-01-19|||193.0750065871086|1125217991052811500|1125217991052811500_58871.641_101864701_68_target|1125217991052811500_58871.641_101864701_68_ref|1125217991052811500_58871.641_101864701_68_diff|58874.594326256
10AYSEaey||1949.376855|19.925808388304688|0.178745|20.4412|NT|POSSIBLE|1237668298207002822|r|SDSS DR12 PhotoObjAll Table|2020-01-19|||192.12545796060363|1124830101195532800|1124830101195532800_58870.578_101810288_64_target|1124830101195532800_58870.578_101810288_64_ref|1124830101195532800_58870.578_101810288_64_diff|58874.6020068963
10AYSEafa||1807.083389|16.00337983900312|0.101976|20.2989|NT|POSSIBLE|1237664292079272125|r|SDSS DR12 PhotoObjAll Table|2020-01-19|||192.9516170595358|1125148381160012100|1125148381160012100_58870.577_101810223_112_target|1125148381160012100_58870.577_101810223_112_ref|1125148381160012100_58870.577_101810223_112_diff|58874.6014697459
10AYSEaev||1338.869486|6.509191461193073|0.13927|20.1337|SN|POSSIBLE|1237661974403940830|i|SDSS DR12 PhotoObjAll Table|2020-01-19|||194.7132002897547|1125851161063033000|1125851161063033000_58871.641_101864721_114_target|1125851161063033000_58871.641_101864721_114_ref|1125851161063033000_58871.641_101864721_114_diff|58874.5970181759
10AYSEady|PS20eh|146.0933611|39.94584534982695|0.0839644|19.1821|SN|CONFIRMED|1237661850943225872/UGC09323/1|g|SDSS/GLADE/2MASS|2020-01-18|0.0332646||217.50059099849136|1143000131395645100|1143000131395645100_58866.656_101621013_64_target|1143000131395645100_58866.656_101621013_64_ref|1143000131395645100_58866.656_101621013_64_diff|58868.6560391692
10AYSEadw|PS20eg|18.4771|15.823616570049616|0.00514775|14.5756|SN|CONFIRMED|NGC4321GROUP|g|NED|2020-01-18|0.0043||185.72884977910815|1122254921154924900|1122254921154924900_58866.567_101611531_0_target|1122254921154924900_58866.567_101611531_0_ref|1122254921154924900_58866.567_101611531_0_diff|58869.5724122001
10AYSEadv|PS20ef|1236.42602|12.459902357610627|0.0857443|19.1076|SN|GOOD|1237661949718364450|g|SDSS DR12 PhotoObjAll Table|2020-01-18|||186.51957294220028|1122604701122735700|1122604701122735700_58866.569_101611825_81_target|1122604701122735700_58866.569_101611825_81_ref|1122604701122735700_58866.569_101611825_81_diff|58875.5861735069
10AYSEaeb|PS20eq|898.257|-3.9229936559284715|0.0852957|20.0058|SN|GOOD|1065250/03414043-0355028|g|GLADE/2MASS|2020-01-18|0.184258|2020agv|55.42482892377711|1034141950035522600|1034141950035522600_58866.326_101584001_94_target|1034141950035522600_58866.326_101584001_94_ref|1034141950035522600_58866.326_101584001_94_diff|58872.2866834597
10AYSEadz|PS20ei|147.055987|41.22888258900607|0.0526409|19.341|SN|GOOD|1237661434319863972/UGC09495/1|r|SDSS/GLADE/2MASS|2020-01-18|0.0334785||220.95745121482105|1144349791411344000|1144349791411344000_58866.657_101621163_167_target|1144349791411344000_58866.657_101621163_167_ref|1144349791411344000_58866.657_101621163_167_diff|58873.6240038442
10AYSEaeh|||10.492795499046007|0.275283|20.2341|ORPHAN|POSSIBLE||g||2020-01-18|||174.9457325667869|1113946961102934000|1113946961102934000_58866.573_101612192_74_target|1113946961102934000_58866.573_101612192_74_ref|1113946961102934000_58866.573_101612192_74_diff|58866.5737524405
10AYSEaeg|||13.30936357021617|0.182278|20.1311|ORPHAN|POSSIBLE||g||2020-01-18|||169.32472627264565|1111717931131833700|1111717931131833700_58866.573_101612116_50_target|1111717931131833700_58866.573_101612116_50_ref|1111717931131833700_58866.573_101612116_50_diff|58866.5733225252
10AYSEaed||2116.423778|18.49306979796278|0.0984733|19.7698|SN|POSSIBLE|1237668625694261374|r|SDSS DR12 PhotoObjAll Table|2020-01-18|||178.79587616166506|1115511011182935100|1115511011182935100_58871.561_101855708_144_target|1115511011182935100_58871.561_101855708_144_ref|1115511011182935100_58871.561_101855708_144_diff|58873.5567030478
10AYSEaee|||18.207900944562336|0.0950461|19.8553|NT|POSSIBLE|11533482+1812283/1237668625157|g|2MASS/SDSS|2020-01-18|||178.39503830460092|1115334801181228400|1115334801181228400_58871.561_101855704_132_target|1115334801181228400_58871.561_101855704_132_ref|1115334801181228400_58871.561_101855704_132_diff|58871.5641218154
10AYSEaec||2026.813954|17.80578018602778|0.236626|20.1444|NT|POSSIBLE|1237668624621502712|r|SDSS DR12 PhotoObjAll Table|2020-01-18|||181.19765751310453|1120447431174820800|1120447431174820800_58871.562_101855845_111_target|1120447431174820800_58871.562_101855845_111_ref|1120447431174820800_58871.562_101855845_111_diff|58873.5576681281
10AYSEaef||1141.030624|16.452819857630043|0.160719|19.8919|NT|POSSIBLE|1237668623012921457/12242311+1|r|SDSS/2MASS/GSC/GLADE|2020-01-18|0.229013||186.09629419947422|1122423111162710100|1122423111162710100_58869.572_101756260_48_target|1122423111162710100_58869.572_101756260_48_ref|1122423111162710100_58869.572_101756260_48_diff|58873.5586152435
10AYSEaem|||31.010297967641815|0.22666|20.6092|ORPHAN|POSSIBLE||g||2020-01-18|||206.1535608509464|1134436841310037100|1134436841310037100_58866.651_101620429_73_target|1134436841310037100_58866.651_101620429_73_ref|1134436841310037100_58866.651_101620429_73_diff|58866.6511604348
10AYSEaeo|||35.38329184642631|0.283308|20.5483|ORPHAN|POSSIBLE||g||2020-01-18|||202.43838549385904|1132945211352259800|1132945211352259800_58866.650_101620403_65_target|1132945211352259800_58866.650_101620403_65_ref|1132945211352259800_58866.650_101620403_65_diff|58866.6506701737
10AYSEaen|||34.61054821520627|0.0702663|19.584|UNCLEAR|POSSIBLE|N5LN006145/1482833816812006272|r|GSC/GAIA|2020-01-18|||209.2667055715949|1135704011343638000|1135704011343638000_58871.648_101865779_100_target|1135704011343638000_58871.648_101865779_100_ref|1135704011343638000_58871.648_101865779_100_diff|58873.6180919194
10AYSEaep|||34.67781171810621|0.237296|20.1647|ORPHAN|POSSIBLE||g||2020-01-18|||208.97194451515156|1135553261344040000|1135553261344040000_58866.652_101620605_58_target|1135553261344040000_58866.652_101620605_58_ref|1135553261344040000_58866.652_101620605_58_diff|58866.6525064082
10AYSEael|||34.755145032483476|0.288504|20.3854|ORPHAN|POSSIBLE||g||2020-01-18|||208.96395602556544|1135551341344518400|1135551341344518400_58866.652_101620605_57_target|1135551341344518400_58866.652_101620605_57_ref|1135551341344518400_58866.652_101620605_57_diff|58866.6525064082
10AYSEaek||1911.445332|41.02344520112633|0.0366676|18.156|SN|POSSIBLE|1237661873487545079|z|SDSS DR12 PhotoObjAll Table|2020-01-18|||216.67581369149332|1142642181410124400|1142642181410124400_58866.656_101621029_64_target|1142642181410124400_58866.656_101621029_64_ref|1142642181410124400_58866.656_101621029_64_diff|58866.6568436359
10AYSEaej|||40.803036305362184|0.120196|19.5424|ORPHAN|POSSIBLE||z||2020-01-18|||219.81463771474057|1143915511404810900|1143915511404810900_58866.657_101621161_117_target|1143915511404810900_58866.657_101621161_117_ref|1143915511404810900_58866.657_101621161_117_diff|58866.6577302408
10AYSEaei|||40.72808922419685|0.1152|19.6205|UNCLEAR|POSSIBLE|N66U016230|z|GSC v2.3|2020-01-18|||219.86327136195368|1143927191404341000|1143927191404341000_58866.657_101621158_40_target|1143927191404341000_58866.657_101621158_40_ref|1143927191404341000_58866.657_101621158_40_diff|58866.6577302408
10AYSEaeq||236.296307|41.95122232068764|0.165704|20.2223|SN|POSSIBLE|1237661435930935491|z|SDSS DR12 PhotoObjAll Table|2020-01-18|||223.0006483582667|1145200141415704400|1145200141415704400_58866.658_101621204_212_target|1145200141415704400_58866.658_101621204_212_ref|1145200141415704400_58866.658_101621204_212_diff|58866.6586119338
10AYSEadp|PS20ec|502.424268|6.631787873550483|0.160049|19.5889|SN|CONFIRMED|1237658299532509342/1304497/10|i|SDSS/GLADE/2MASS|2020-01-17|0.108533|2020add|155.00940896302043|1102002251063754300|1102002251063754300_58865.487_101575666_105_target|1102002251063754300_58865.487_101575666_105_ref|1102002251063754300_58865.487_101575666_105_diff|58875.4686785255
10AYSEadt|PS20ee|2038.400596|3.600032163865467|0.170575|20.8911|SN|GOOD|1237654600492515684|g|SDSS DR12 PhotoObjAll Table|2020-01-17||2020ade|156.63421882129916|1102632201033600200|1102632201033600200_58865.487_101575637_199_target|1102632201033600200_58865.487_101575637_199_ref|1102632201033600200_58865.487_101575637_199_diff|58869.4762747489
10AYSEadk|PS20dy||-5.602379811282082|0.0180059|17.8695|CV|GOOD|V406Hya/8313/S5QI010312|i|RITTER/DOWNES/GSC|2020-01-17||2020adb|136.47812688480934|1090554750053608500|1090554750053608500_58865.498_101576834_8_target|1090554750053608500_58865.498_101576834_8_ref|1090554750053608500_58865.498_101576834_8_diff|58872.4287528675
10AYSEado|PS20eb|374.973|-3.463986112733875|0.203057|19.7972|NT|GOOD|1070937|r|GLADE|2020-01-17|0.0822958911479|2020adc|162.70076404044366|1105048170032750200|1105048170032750200_58865.493_101576298_124_target|1105048170032750200_58865.493_101576298_124_ref|1105048170032750200_58865.493_101576298_124_diff|58875.4746131728
10AYSEads|PS20ed|796.60993|3.175975263812355|0.193236|20.1415|SN|GOOD|1237654604248318172/SDSSJ10064|i|SDSS/NED/GLADE|2020-01-17|0.16591||151.6780046370575|1100642721031033300|1100642721031033300_58865.486_101575512_56_target|1100642721031033300_58865.486_101575512_56_ref|1100642721031033300_58865.486_101575512_56_diff|58875.4673882905
10AYSEadm|PS20ea|588.890139|6.7878002663705965|0.233662|20.1518|SN|GOOD|1237658424087740702/SDSSJ10125|i|SDSS/GLADE|2020-01-17|0.125783||153.23636424563017|1101256721064716000|1101256721064716000_58865.486_101575586_77_target|1101256721064716000_58865.486_101575586_77_ref|1101256721064716000_58865.486_101575586_77_diff|58875.4678156312
10AYSEadq|PS20kb|1720.383749|6.568960933501541|0.0980911|20.4667|NT|GOOD|1237658299531854044|g|SDSS DR12 PhotoObjAll Table|2020-01-17||2019aaaz|153.47576701008794|1101354181063408100|1101354181063408100_58865.486_101575579_129_target|1101354181063408100_58865.486_101575579_129_ref|1101354181063408100_58865.486_101575579_129_diff|58871.5779086017
10AYSEadg||1396.630637|23.6689340583118|0.0194419|18.1937|SN|POSSIBLE|1237667111722156222|i|SDSS DR12 PhotoObjAll Table|2020-01-17|||140.78745498708844|1092308981234008100|1092308981234008100_58867.444_101649813_49_target|1092308981234008100_58867.444_101649813_49_ref|1092308981234008100_58867.444_101649813_49_diff|58874.514620859
10AYSEadi|||-5.28044266875003|0.187679|20.2765|ORPHAN|POSSIBLE||g||2020-01-17|||132.88068055717866|1085131360051649600|1085131360051649600_58865.497_101576617_216_target|1085131360051649600_58865.497_101576617_216_ref|1085131360051649600_58865.497_101576617_216_diff|58865.4972601208
10AYSEadu|||-4.449066652610012|0.154779|19.6761|ORPHAN|POSSIBLE||z||2020-01-17|||157.1000517444961|1102824010042656600|1102824010042656600_58865.492_101576160_164_target|1102824010042656600_58865.492_101576160_164_ref|1102824010042656600_58865.492_101576160_164_diff|58865.4921647875
10AYSEadr|||-1.353543271053198|0.211911|19.9214|ORPHAN|POSSIBLE||z||2020-01-17|||157.0860338439212|1102820650012112700|1102820650012112700_58865.492_101576202_137_target|1102820650012112700_58865.492_101576202_137_ref|1102820650012112700_58865.492_101576202_137_diff|58865.4925962236
10AYSEadn|||2.8073845886132074|0.252984|20.353|ORPHAN|POSSIBLE||g||2020-01-17|||151.4550982404296|1100549211024826600|1100549211024826600_58865.486_101575513_97_target|1100549211024826600_58865.486_101575513_97_ref|1100549211024826600_58865.486_101575513_97_diff|58865.4864822851
10AYSEadf||25.474272|2.8714845773902793|0.229315|20.1077|SN|POSSIBLE|1237654599952105786/SDSSJ09535|g|SDSS/NED/GLADE|2020-01-17|0.005921||148.49048645373506|1095357721025217400|1095357721025217400_58865.485_101575394_63_target|1095357721025217400_58865.485_101575394_63_ref|1095357721025217400_58865.485_101575394_63_diff|58865.4856230564
10AYSEadj|||-5.195150619202212|0.212037|20.4626|ORPHAN|POSSIBLE||g||2020-01-17|||139.304463473186|1091713070051142500|1091713070051142500_58865.499_101576911_102_target|1091713070051142500_58865.499_101576911_102_ref|1091713070051142500_58865.499_101576911_102_diff|58865.4990171185
10AYSEadh|||-6.0275236079788534|0.182675|20.1409|ORPHAN|POSSIBLE||g||2020-01-17|||140.32492031779947|1092117980060139000|1092117980060139000_58865.499_101576932_205_target|1092117980060139000_58865.499_101576932_205_ref|1092117980060139000_58865.499_101576932_205_diff|58865.4990171185
10AYSEadl|||-6.601058014363007|0.235036|20.7881|ORPHAN|POSSIBLE||g||2020-01-17|||141.44049243610488|1092545710063603800|1092545710063603800_58865.499_101576923_165_target|1092545710063603800_58865.499_101576923_165_ref|1092545710063603800_58865.499_101576923_165_diff|58865.4990171185
10AYSEabq|PS19iiq||-6.188913367577661|0.113357|20.4974|UNCLEAR|GOOD|S5RP019124|i|GSC v2.3|2020-01-02|||136.82228500022686|1090717340061120100|1090717340061120100_58850.543_101527059_572_target|1090717340061120100_58850.543_101527059_572_ref|1090717340061120100_58850.543_101527059_572_diff|58872.4287528675
10AYSEabt|PS20b||-5.367436680711376|0.276475|21.5248|ORPHAN|GOOD||r||2020-01-02||2019zrf|161.35752690551183|1104525790052202800|1104525790052202800_58850.557_101528434_280_target|1104525790052202800_58850.557_101528434_280_ref|1104525790052202800_58850.557_101528434_280_diff|58869.4828284634
10AYSEabs|PS19jgf||-5.577218837920361|0.168813|20.77|UNCLEAR|GOOD|S5FS001981|r|GSC v2.3|2020-01-02|||161.4696453274146|1104552720053437900|1104552720053437900_58850.557_101528433_151_target|1104552720053437900_58850.557_101528433_151_ref|1104552720053437900_58850.557_101528433_151_diff|58869.4828284634
10AYSEabn|PS19ike||10.26909374532232|0.103503|20.6045|ORPHAN|GOOD||r||2020-01-02|||172.61764418657356|1113028231101608500|1113028231101608500_58850.611_101534756_164_target|1113028231101608500_58850.611_101534756_164_ref|1113028231101608500_58850.611_101534756_164_diff|58873.6104156156
10AYSEabr|PS20dz|797.995|0.4176966697981598|0.177955|20.4613|NT|GOOD|GAMAJ091933.26+002503.8/123764|i|GLADE/SDSS|2020-01-02|0.165613642807|2019zys|139.8886787116965|1091933271002503800|1091933271002503800_58850.545_101527173_471_target|1091933271002503800_58850.545_101527173_471_ref|1091933271002503800_58850.545_101527173_471_diff|58872.4300608038
